"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date
India,44568114,4777,528510,23,43995610,5196,43994,698,31603,375,893352145,633477,1410236434,2022-09-24
France,35125681,38024,154887,,34437850,12861,532944,869,535491,2361,271490188,4138871,65595230,2022-09-24
Brazil,34673221,6834,685837,21,33795688,,191696,8318,160579,3176,63776166,295361,215925851,2022-09-24
Germany,32952050,,149458,,32113700,11600,688892,1406,390516,1771,122332384,1449767,84380708,2022-09-24
S. Korea,24594336,29315,28140,63,23678400,99669,887796,418,478792,548,15804065,307667,51367457,2022-09-24
UK,23621952,,189919,,23322154,2649,109879,146,343940,2765,522526476,7608080,68680461,2022-09-24
Italy,22284812,22360,176867,43,21684946,16084,422999,126,369787,2935,245808830,4078877,60263843,2022-09-24
Japan,20982896,64053,44262,85,20202481,74556,736153,238,167042,352,75945628,604594,125614358,2022-09-24
Russia,20746163,51269,386662,111,19710599,58412,648902,2300,142025,2647,273400000,1871656,146073829,2022-09-24
Turkey,16873793,,101139,,16738488,6410,34166,975,195386,1171,162743369,1884447,86361330,2022-09-24
Spain,13403502,,114009,,13207520,,81973,339,286430,2436,471036328,10065930,46795111,2022-09-24
Vietnam,11471340,1176,43146,,10586196,930,841998,95,115534,435,85826548,864402,99290046,2022-09-24
Australia,10201791,1124,14925,,10133494,,53372,50,389989,571,78835048,3013666,26159185,2022-09-24
Argentina,9707778,640,129891,6,9555018,1662,22869,308,210490,2816,35716069,774418,46119866,2022-09-24
Netherlands,8415459,,22637,,8356011,,36811,31,488722,1315,21107399,1225797,17219321,2022-09-24
Iran,7546673,397,144382,15,7323594,388,78697,196,87357,1671,54042028,625568,86388688,2022-09-24
Mexico,7081632,1480,330044,27,6349410,1611,402178,4798,53669,2501,18346244,139038,131951251,2022-09-24
Indonesia,6421118,1724,157998,12,6241138,2040,21982,2771,22935,564,108330581,386938,279968616,2022-09-24
Colombia,6306552,,141769,,6133785,,30998,342,121067,2722,36519532,701066,52091396,2022-09-24
Poland,6272576,4527,117456,25,5335948,,819172,3086,166142,3111,37274330,987287,37754302,2022-09-24
Taiwan,6211071,38302,10794,51,5432213,34292,768064,,259738,451,25638221,1072155,23912791,2022-09-24
Portugal,5476059,,24991,,5380749,,70319,61,540551,2467,44824531,4424707,10130508,2022-09-24
Ukraine,5096397,,108955,,4956651,2307,30791,177,118112,2525,19521252,452416,43148864,2022-09-24
Austria,5066790,8599,20712,5,4979106,6924,66972,47,555515,2271,197166761,21617067,9120884,2022-09-24
Greece,4875215,,33010,,4805801,4833,36404,115,472876,3202,92282015,8950983,10309707,2022-09-24
Malaysia,4830214,1924,36348,3,4768588,2360,25278,51,145095,1092,64462244,1936379,33290105,2022-09-24
Thailand,4677697,607,32709,14,4636908,745,8080,1496,66643,466,17270775,246057,70190111,2022-09-24
Israel,4657231,1867,11687,,4634462,,11082,101,499381,1253,41373364,4436346,9326000,2022-09-24
Chile,4603514,4335,61046,29,4527899,1939,14569,131,236298,3133,44944221,2306983,19481821,2022-09-24
Belgium,4525931,,32647,,4443073,,50211,48,386766,2790,35517610,3035178,11701986,2022-09-24
Canada,4233468,,44992,,4113751,3270,74725,99,110019,1169,64928884,1687364,38479488,2022-09-24
Peru,4140874,745,216473,27,3909592,790,14809,154,121807,6368,35040186,1030733,33995414,2022-09-24
Czechia,4089886,2864,41009,3,4027140,2839,21737,28,380340,3814,56172816,5223807,10753233,2022-09-24
Switzerland,4067621,,14177,,4000240,2590,53204,48,462459,1612,22259921,2530791,8795638,2022-09-24
South Africa,4017485,322,102169,,3909265,,6051,192,65887,1676,26174429,429265,60975043,2022-09-24
Philippines,3934683,2528,62759,29,3839696,327,32228,665,34872,556,32711628,289916,112831308,2022-09-24
Romania,3261614,1059,66972,4,3170622,2057,24020,123,172098,3534,25022562,1320311,18952023,2022-09-24
Denmark,3105588,,7026,,3090062,,8500,,531994,1204,128351467,21986880,5837639,2022-09-24
Sweden,2583370,,20147,,2544324,814,18899,18,252293,1968,18940798,1849766,10239564,2022-09-24
Iraq,2459249,,25352,,2433199,,698,21,58229,600,19239264,455537,42234236,2022-09-24
Serbia,2347506,1841,16940,9,2283757,3452,46809,29,271105,1956,10965317,1266347,8659013,2022-09-24
Hungary,2082750,,47457,,2001729,,33564,14,216824,4940,11394556,1186225,9605731,2022-09-24
Bangladesh,2021118,350,29351,4,1962514,350,29253,1331,12006,174,14848033,88200,168345415,2022-09-24
Singapore,1889544,2342,1610,1,1810548,2443,77386,8,317418,270,24345019,4089636,5952857,2022-09-24
Slovakia,1841307,405,20446,3,1816630,331,4231,22,336894,3741,7292385,1334250,5465532,2022-09-24
Georgia,1780691,,16900,,1637293,,126498,,448298,4255,16920079,4259714,3972116,2022-09-24
New Zealand,1769694,,2909,,1758138,,8647,,353790,582,7529992,1505366,5002100,2022-09-24
Jordan,1746997,1965,14122,6,1731007,2462,1868,59,167516,1354,17201885,1649454,10428835,2022-09-24
Hong Kong,1741603,5190,10106,7,1435237,6280,296260,14,228183,1324,54352132,7121144,7632500,2022-09-24
Ireland,1662008,,7885,,1647668,234,6455,12,328415,1558,12693631,2508279,5060694,2022-09-24
Pakistan,1572269,67,30612,1,1536831,97,4826,75,6823,133,30414239,131977,230451722,2022-09-24
Norway,1461913,29,4065,,1456761,67,1087,20,265046,737,11002430,1994751,5515691,2022-09-24
Kazakhstan,1393106,107,13690,,1372996,,6420,24,72267,710,11575012,600451,19277195,2022-09-24
Finland,1287044,,5928,,1259457,1578,21659,21,231487,1066,11478933,2064597,5559891,2022-09-24
Morocco,1264872,22,16278,,1248437,9,157,293,33387,430,12563658,331622,37885469,2022-09-24
Bulgaria,1254951,269,37697,,1207958,12,9296,28,183687,5518,10533411,1541771,6832019,2022-09-24
Lithuania,1243961,1231,9315,2,1211457,,23189,10,471593,3531,10161713,3852363,2637787,2022-09-24
Croatia,1228574,722,16875,8,1206863,714,4836,17,303433,4168,5210319,1286845,4048910,2022-09-24
Lebanon,1214892,331,10670,4,1087587,,116635,74,179787,1579,4795578,709679,6757395,2022-09-24
Slovenia,1170202,2185,6809,,1135311,2083,28082,15,562712,3274,2739379,1317279,2079574,2022-09-24
Tunisia,1145345,,29246,,,,,99,94702,2418,4941390,408576,12094184,2022-09-24
Guatemala,1119984,707,19757,9,1099088,729,1139,5,60039,1059,5834307,312761,18654177,2022-09-24
Cuba,1111128,19,8530,,1102468,19,130,23,98232,754,14141795,1250245,11311220,2022-09-24
Bolivia,1107782,93,22232,3,1048869,806,36681,220,92101,1848,2705422,224930,12027862,2022-09-24
Costa Rica,1072807,,8913,,860711,,203183,52,206398,1715,4659757,896492,5197767,2022-09-24
UAE,1025213,368,2343,1,1004581,412,18289,,100940,231,189493076,18656970,10156691,2022-09-24
Ecuador,1002057,,35887,,962130,226,4040,759,54937,1967,3082403,168990,18240105,2022-09-24
Nepal,999535,29,12017,1,986235,116,1283,,32983,397,5929117,195650,30304763,2022-09-24
Belarus,994037,,7118,,985592,,1327,,105274,754,13646641,1445251,9442401,2022-09-24
Panama,985814,,8490,,975064,,2260,16,220731,1901,7037466,1575738,4466139,2022-09-24
Uruguay,984152,,7473,,975455,,1224,18,281142,2135,6114822,1746819,3500547,2022-09-24
Mongolia,982551,,2179,,978263,,2109,192,289331,642,4030048,1186724,3395945,2022-09-24
Latvia,921974,,5981,,891237,,24756,5,501129,3251,7624245,4144075,1839794,2022-09-24
Azerbaijan,820662,149,9903,1,809420,210,1339,,79346,957,7234280,699450,10342808,2022-09-24
Saudi Arabia,815743,57,9341,1,803035,87,3367,35,22646,259,44285464,1229395,36022158,2022-09-24
Paraguay,716059,,19583,,696110,,366,7,97718,2672,2657506,362662,7327777,2022-09-24
Bahrain,678280,319,1520,,673889,283,2871,1,369950,829,10352785,5646654,1833437,2022-09-24
Sri Lanka,670694,9,16754,1,653764,6,176,,31032,775,6486117,300099,21613257,2022-09-24
Kuwait,658520,,2563,,655316,,641,3,149280,581,8365279,1896321,4411321,2022-09-24
Dominican Republic,644016,,4384,,638911,,721,4,58070,395,3657057,329753,11090307,2022-09-24
Myanmar,621124,380,19455,2,596658,152,5011,,11248,352,8996441,162913,55222458,2022-09-24
Palestine,620548,,5403,,608749,,6396,17,115650,1007,3078533,573739,5365734,2022-09-24
Estonia,600681,,2667,,524990,,73024,1,452142,2007,3527010,2654837,1328522,2022-09-24
Moldova,586966,,11821,,504142,,71003,49,146263,2946,3216305,801454,4013086,2022-09-24
Cyprus,585313,,1180,,576852,251,7281,60,477051,962,9640118,7857035,1226941,2022-09-24
Venezuela,544450,45,5814,,537759,52,877,36,19268,206,3359014,118876,28256539,2022-09-24
Egypt,515645,,24613,,442182,,48850,122,4836,231,3693367,34635,106636110,2022-09-24
Libya,506954,,6437,,500487,,30,101,71609,909,2481605,350533,7079516,2022-09-24
Ethiopia,493505,7,7572,,471879,12,14054,1,4068,62,5250206,43279,121310845,2022-09-24
Réunion,471713,,890,,418572,,52251,10,518624,979,1603660,1763139,909548,2022-09-24
Honduras,456106,,10992,,,,,105,44474,1072,1524368,148636,10255678,2022-09-24
Qatar,446277,528,682,,439166,413,6429,3,158942,243,3937326,1402279,2807805,2022-09-24
Armenia,441444,,8679,,428059,,4706,,148356,2917,3205438,1077248,2975579,2022-09-24
Bosnia and Herzegovina,398221,,16119,,376654,,5448,,123083,4982,1854260,573118,3235391,2022-09-24
Oman,397993,,4260,,384669,,9064,2,73756,789,25000000,4632965,5396112,2022-09-24
North Macedonia,342519,,9527,,332422,,570,,164421,4573,2127779,1021407,2083184,2022-09-24
Kenya,338389,7,5675,,332613,1,101,1,5999,101,3878719,68758,56411201,2022-09-24
Zambia,333439,,4017,,329239,,183,,17072,206,3724072,190669,19531610,2022-09-24
Albania,331953,45,3588,,326392,97,1973,,115631,1250,1941032,676130,2870799,2022-09-24
Botswana,326127,,2787,,322955,,385,1,132709,1134,2026898,824796,2457453,2022-09-24
Luxembourg,288658,,1123,,283668,,3867,,444997,1731,4402293,6786603,648674,2022-09-24
Montenegro,279281,147,2781,,275413,115,1087,6,444543,4427,2619275,4169207,628243,2022-09-24
Algeria,270637,7,6879,,182284,5,81474,6,5933,151,230861,5061,45615804,2022-09-24
Nigeria,265186,96,3155,,258139,33,3892,11,1219,15,5441162,25014,217527657,2022-09-24
Zimbabwe,257340,22,5599,,251224,5,517,12,16770,365,2508254,163456,15345097,2022-09-24
Uzbekistan,244120,,1637,,241486,,997,23,7066,47,1377915,39882,34550177,2022-09-24
Mozambique,230219,,2221,,227882,,116,11,6933,67,1371127,41290,33207367,2022-09-24
Brunei,226237,,225,,222140,,3872,,506335,504,717784,1606453,446813,2022-09-24
Martinique,220192,,1042,,,,,8,587779,2782,828928,2212735,374617,2022-09-24
Laos,215691,37,758,,,,,,28717,101,1233207,164190,7510838,2022-09-24
Kyrgyzstan,205998,,2991,,196406,,6601,131,30455,442,1907195,281959,6764082,2022-09-24
Iceland,205454,,213,,,,,2,593494,615,1996384,5766946,346177,2022-09-24
El Salvador,201785,,4229,,179410,,18146,8,30764,645,2610114,397937,6559115,2022-09-24
Afghanistan,198283,120,7796,,177003,69,13484,1124,4850,191,1097289,26840,40882400,2022-09-24
Guadeloupe,191997,,986,,,,,19,479662,2463,938039,2343480,400276,2022-09-24
Maldives,185004,,308,,163687,,21009,25,329328,548,2213831,3940870,561762,2022-09-24
Trinidad and Tobago,182597,,4195,,174214,,4188,18,129540,2976,834508,592025,1409583,2022-09-24
Uganda,169396,,3628,,100431,,65337,3,3460,74,3012408,61526,48961253,2022-09-24
Namibia,169253,,4065,,164813,,375,,64027,1538,1062663,401997,2643460,2022-09-24
Ghana,168813,,1459,,167206,,148,2,5191,45,2501608,76929,32518568,2022-09-24
Jamaica,151594,52,3306,2,98737,94,49551,,50701,1106,1181178,395048,2989959,2022-09-24
Cambodia,137833,6,3056,,134698,7,79,,7997,177,3066582,177932,17234601,2022-09-24
Rwanda,132491,,1466,,130955,,70,,9694,107,5808642,424985,13667861,2022-09-24
Cameroon,121652,,1935,,118616,,1101,13,4342,69,1751774,62522,28018719,2022-09-24
Malta,114550,16,804,,113132,10,614,4,257901,1810,2057784,4632958,444162,2022-09-24
Angola,103131,,1917,,101155,,59,,2934,55,1499795,42674,35145343,2022-09-24
Barbados,102383,,559,,101491,,333,,355300,1940,763590,2649891,288159,2022-09-24
French Guiana,93974,,410,,11254,,82310,3,297444,1298,651257,2061344,315938,2022-09-24
DRC,92852,,1442,,83504,,7906,,971,15,846704,8854,95631118,2022-09-24
Channel Islands,90973,,200,,90241,,532,,512715,1127,1252808,7060699,177434,2022-09-24
Senegal,88324,,1968,,86244,,112,,4982,111,1146543,64676,17727450,2022-09-24
Malawi,88005,,2680,,84860,,465,67,4350,132,615710,30433,20231790,2022-09-24
Ivory Coast,87129,6,823,,86253,19,53,,3130,30,1625568,58402,27834219,2022-09-24
Suriname,81099,,1385,,,,,,135539,2315,239128,399650,598344,2022-09-24
French Polynesia,76588,,649,,,,,7,269178,2281,,,284526,2022-09-24
New Caledonia,74139,,314,,73769,,56,9,254237,1077,98964,339366,291614,2022-09-24
Eswatini,73379,,1422,,71950,,7,11,61822,1198,1045030,880447,1186931,2022-09-24
Guyana,71312,1,1281,,69946,21,85,,89700,1611,694087,873058,795007,2022-09-24
Belize,68784,,683,,68043,,58,6,166259,1651,576016,1392298,413716,2022-09-24
Fiji,68234,,878,,66290,,1066,,74907,964,662134,726887,910918,2022-09-24
Madagascar,66660,,1410,,65230,,20,2,2277,48,512454,17503,29277774,2022-09-24
Sudan,63285,,4961,,57250,,1074,,1372,108,562941,12203,46131209,2022-09-24
Mauritania,62791,2,994,,61783,1,14,,12757,202,967798,196624,4922079,2022-09-24
Cabo Verde,62359,1,410,,61888,2,61,23,109509,720,401622,705289,569443,2022-09-24
Bhutan,61730,,21,,61564,,145,,78086,27,2303734,2914123,790541,2022-09-24
Syria,57265,,3163,,54030,,72,,3104,171,146269,7929,18448243,2022-09-24
Burundi,50026,,38,,49457,,531,,3945,3,345742,27266,12680220,2022-09-24
Gabon,48691,,306,,48292,,93,,20783,131,1616256,689885,2342791,2022-09-24
Seychelles,46358,,169,,45977,,212,,464961,1695,,,99703,2022-09-24
Andorra,46147,,155,,45938,,54,14,595138,1999,249838,3222053,77540,2022-09-24
Curaçao,45127,,282,,44720,,125,3,272526,1703,496693,2999571,165588,2022-09-24
Papua New Guinea,44959,,664,,43982,,313,7,4821,71,249149,26719,9324750,2022-09-24
Aruba,42914,,227,,42438,,249,2,398178,2106,177885,1650507,107776,2022-09-24
Mauritius,40461,,1024,,38786,,651,,31698,802,358675,280990,1276469,2022-09-24
Mayotte,40243,,187,,,,,,139982,650,176919,615398,287487,2022-09-24
Tanzania,39341,,845,,,,,7,619,13,,,63526874,2022-09-24
Togo,38925,24,284,,38389,33,252,,4468,33,791006,90803,8711194,2022-09-24
Isle of Man,38008,,116,,,,,,441774,1348,150753,1752229,86035,2022-09-24
Guinea,37652,,449,,36880,,323,8,2704,32,660107,47398,13926825,2022-09-24
Bahamas,37267,9,833,,36070,3,364,2,92792,2074,248846,619610,401617,2022-09-24
Faeroe Islands,34658,,28,,,,,5,703344,568,778000,15788619,49276,2022-09-24
Lesotho,34490,,706,,25980,,7804,,15820,324,431221,197800,2180087,2022-09-24
Haiti,33733,,857,,31307,,1569,,2880,73,132422,11306,11712284,2022-09-24
Mali,32601,6,741,,31448,38,412,,1513,34,757062,35129,21551036,2022-09-24
Cayman Islands,30545,,31,,8553,,21961,1,452908,460,222773,3303179,67442,2022-09-24
Saint Lucia,28894,,391,,28369,,134,,155765,2108,209716,1130563,185497,2022-09-24
Benin,27638,,163,,27322,,153,5,2154,13,604310,47098,12830992,2022-09-24
Somalia,27207,,1352,,13182,,12673,,1612,80,400466,23722,16881607,2022-09-24
Congo,24837,,386,,24006,,445,,4267,66,347815,59754,5820824,2022-09-24
Timor-Leste,23239,,138,,23067,,34,,16908,100,275776,200650,1374412,2022-09-24
Solomon Islands,21544,,153,,16357,,5034,1,29739,211,5117,7063,724429,2022-09-24
Burkina Faso,21128,,387,,20632,,109,,953,17,248995,11226,22180930,2022-09-24
San Marino,20646,,118,,20430,,98,4,605632,3461,157634,4624054,34090,2022-09-24
Gibraltar,20092,,108,,16579,,3405,,596751,3208,534283,15868692,33669,2022-09-24
Grenada,19536,20,237,1,19248,41,51,4,171845,2085,179808,1581647,113684,2022-09-24
Liechtenstein,19490,,86,,19285,,119,,507922,2241,102174,2662723,38372,2022-09-24
Nicaragua,18491,,225,,4225,,14041,,2719,33,,,6800186,2022-09-24
Bermuda,18122,,148,,17922,,52,,293398,2396,1003382,16244892,61766,2022-09-24
South Sudan,17823,,138,,17335,,350,1,1552,12,410280,35719,11486169,2022-09-24
Tajikistan,17786,,125,,17264,,397,,1776,12,,,10015114,2022-09-24
Equatorial Guinea,17009,,183,,16689,,137,5,11296,122,365697,242868,1505741,2022-09-24
Tonga,16182,,12,,15638,,532,,149330,111,535009,4937147,108364,2022-09-24
Samoa,15925,,29,,1605,,14291,4,79091,144,187397,930698,201351,2022-09-24
Djibouti,15690,,189,,15427,,74,,15382,185,305941,299937,1020019,2022-09-24
Marshall Islands,15224,,17,,15143,,64,22,253395,283,,,60080,2022-09-24
CAR,14904,,113,,14520,,271,2,2971,23,81294,16204,5016915,2022-09-24
Dominica,14852,,68,,14554,,230,,205183,939,210195,2903888,72384,2022-09-24
Monaco,14554,13,63,,14434,7,57,4,365110,1580,78646,1972957,39862,2022-09-24
Gambia,12508,,372,,12028,,108,,4871,145,155686,60625,2568007,2022-09-24
Greenland,11971,,21,,2761,,9189,4,210058,368,164926,2893997,56989,2022-09-24
Saint Martin,11941,,63,,1399,,10479,7,297513,1570,112382,2800030,40136,2022-09-24
Yemen,11935,1,2157,,9124,,654,23,381,69,329592,10533,31290073,2022-09-24
Vanuatu,11930,,14,,11892,,24,,36919,43,24976,77291,323142,2022-09-24
Caribbean Netherlands,11200,,36,,10476,,688,,418441,1345,30126,1125532,26766,2022-09-24
Sint Maarten,10859,,87,,10768,,4,10,247014,1979,62056,1411615,43961,2022-09-24
Eritrea,10168,,103,,10058,,7,,2781,28,23693,6481,3655803,2022-09-24
Niger,9931,,312,,8890,,729,1,380,12,254538,9730,26160241,2022-09-24
Micronesia,9759,,29,,157,,9573,1,82907,246,21923,186246,117710,2022-09-24
Antigua and Barbuda,9008,,145,,8830,,33,1,90318,1454,18901,189510,99736,2022-09-24
Guinea-Bissau,8796,,175,,8301,,320,6,4246,84,145231,70103,2071675,2022-09-24
Comoros,8471,,161,,8305,,5,,9300,177,,,910887,2022-09-24
Liberia,7961,,294,,7636,,31,2,1496,55,139824,26270,5322638,2022-09-24
Sierra Leone,7751,,126,,,,,,930,15,259958,31176,8338531,2022-09-24
Chad,7573,,193,,4874,,2506,,433,11,191341,10948,17476526,2022-09-24
British Virgin Islands,7305,,64,,,,,,238111,2086,107339,3498778,30679,2022-09-24
St. Vincent Grenadines,7112,,115,,6641,,356,,63656,1029,100856,902716,111725,2022-09-24
Saint Kitts and Nevis,6541,,46,,6482,,13,,121047,851,124861,2310658,54037,2022-09-24
Cook Islands,6389,,1,,6384,,4,,363011,57,19690,1118750,17600,2022-09-24
Turks and Caicos,6380,,36,,6321,,23,4,159964,903,550093,13792323,39884,2022-09-24
Sao Tome and Principe,6209,,77,,6117,,15,,27205,337,29036,127223,228229,2022-09-24
Palau,5460,15,6,,5444,18,10,1,298589,328,64681,3537187,18286,2022-09-24
St. Barth,5263,,6,,,,,,529264,603,78646,7908890,9944,2022-09-24
Nauru,4611,,1,,4605,,5,,420098,91,20509,1868531,10976,2022-09-24
Kiribati,3430,,13,,2703,,714,3,27766,105,,,123533,2022-09-24
Saint Pierre Miquelon,3188,,1,,2449,,738,1,556273,174,24902,4345140,5731,2022-09-24
Montserrat,1392,66,8,,1315,127,69,,278456,1600,17481,3496899,4999,2022-09-24
Saint Helena,1355,,,,2,,1353,,221514,,,,6117,2022-09-24
Wallis and Futuna,761,,7,,438,,316,,70456,648,20508,1898713,10801,2022-09-24
Niue,80,,,,78,,2,,48455,,,,1651,2022-09-24
China,249389,217,5226,,241216,310,2947,28,172,4,160000000,110461,1448471400,2022-09-25
USA,97942788,17488,1081932,39,94591214,61214,2269642,3038,292537,3232,1115299284,3331188,334805269,2022-09-25
India,44572243,4129,528530,20,44000298,4688,43415,698,31687,376,893352145,635100,1406631776,2022-09-25
France,35157046,31365,154909,8,34441293,3443,560844,869,536057,2362,271490188,4139547,65584518,2022-09-25
Brazil,34674422,1201,685860,23,33795688,,192874,8318,161012,3185,63776166,296146,215353593,2022-09-25
Germany,32952050,,149458,,32122600,8900,679992,1406,392831,1782,122332384,1458359,83883596,2022-09-25
S. Korea,24620128,25792,28213,73,23763821,85421,828094,416,479645,550,15804065,307892,51329899,2022-09-25
UK,23621952,,189919,,23325583,3429,106450,146,344857,2773,522526476,7628357,68497907,2022-09-25
Italy,22303606,18794,176880,13,21698440,13494,428286,125,370106,2935,245930340,4080966,60262770,2022-09-25
Japan,21023814,40918,44331,69,20261334,58853,718149,239,167407,353,75976131,604979,125584838,2022-09-25
Russia,20792921,46758,386757,95,19756507,45908,649657,2300,142607,2653,273400000,1875095,145805947,2022-09-25
Turkey,16873793,,101139,,16738417,,34237,975,197211,1182,162743369,1902052,85561976,2022-09-25
Spain,13403502,,114009,,13207520,,81973,339,286895,2440,471036328,10082298,46719142,2022-09-25
